climbRate,Sgz,X,q,cur1itch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Sen,Label
190,-21,0.32,0.05,0.57,-0.7,-13,2,0.012,-0.2,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027000000000000003,1
2,-8,0.43,0.09,0.57,0.3,-12,-4,-0.006999999999999999,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,1
-289,-17,-0.24,-0.11,0.96,0.8,-18,5,-0.003,4.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024,1
-312,5,-0.02,0.08,0.83,2.2,-11,-4,-0.011000000000000001,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,1
-486,13,-0.35,0.19,1.9,-0.4,-14,-7,-0.013000000000000001,-0.1,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,1.3,0.047,1
-68,-11,0.03,0.19,0.76,0.4,-14,-11,0.004,-0.4,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.025,1
306,-44,0.02,0.16,0.26,-1.4,-14,-8,0.022000000000000002,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.5,0.02,0
-199,-5,0.14,0.06,0.94,1.1,-12,4,-0.02,-1.2,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.026000000000000002,1
-18,13,-0.19,0.09,0.55,1.8,-11,-5,-0.003,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,1
282,44,0.47,0.06,0.28,0.3,-11,-4,-0.008,0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,1
-76,13,0.16,-0.05,0.55,-0.7,-11,14,0.021,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,1
-378,-5,-0.31,0.09,0.87,-2.6,-18,9,0.027000000000000003,-0.7,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.5,0.019,0
25,-18,0.12,0.05,0.64,0.5,-6,-4,-0.001,-0.8,0.025,0.025,0.025,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,0
-162,16,-0.21,0.1,0.98,-0.1,-18,5,0.031,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.03,1
-114,8,-0.21,0.07,0.63,0.5,-6,-7,-0.012,0.1,0.018000000000000002,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,0
-94,-13,-0.23,-0.05,0.57,-0.5,-8,-1,0.005,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,0
-508,-38,-0.24,0.01,0.95,0.9,-14,8,0.006,-0.2,0.016,0.016,0.016,0.017,0.017,0.018000000000000002,0.018000000000000002,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,-0.002,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,1
38,-20,0.51,-0.06,0.42,0.3,-10,14,-0.02,-1.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,1
-20,-16,0.32,0.18,0.53,0.0,-11,3,-0.03,-3.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,1
-72,-19,0.17,-0.09,0.55,1.8,-9,6,-0.01,2.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,1
122,-21,-0.44,0.06,0.39,-0.4,-10,4,0.009000000000000001,-1.6,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.5,0.018000000000000002,0
-106,-13,0.29,0.17,1.13,0.2,-7,-16,0.001,0.4,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.032,0.032,0.033,0.033,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,-0.004,0.0,0.0,0.0,1.0,0.036000000000000004,0
76,-8,-0.51,0.03,0.42,-1.1,-10,1,-0.004,-0.2,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,0
-118,-25,-0.15,0.17,1.47,-0.5,-8,-2,-0.006,-1.7,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.047,0
-335,-44,-0.54,-0.1,0.79,1.4,-11,11,-0.024,1.3,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.001,0.0,-0.001,0.0,0.001,0.0,-0.001,0.0,0.0,0.0,0.5,0.017,0
386,19,-0.08,0.08,0.36,-1.5,-19,6,0.012,0.3,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.8,0.027000000000000003,1
240,-47,-0.29,0.19,0.37,-0.8,-13,-15,0.006999999999999999,-2.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0
-146,-1,-0.21,-0.03,0.66,1.5,-8,-7,-0.011000000000000001,1.8,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,0
111,-31,0.24,0.09,0.47,-0.4,-12,-5,-0.008,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,1
-191,-5,-0.45,-0.01,0.69,-0.4,-12,3,-0.016,2.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,0
-32,13,0.1,0.11,0.55,0.4,-7,-11,-0.006999999999999999,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,0
-48,-10,-0.22,0.17,0.64,1.4,-6,-25,-0.02,1.2,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.021,-0.001,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,-0.003,0.0,-0.001,0.0,0.0,0.0,0.6,0.021,0
-116,-24,0.11,-0.12,1.31,-0.2,-8,11,-0.011000000000000001,0.3,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.040999999999999995,1
-152,-3,0.28,0.1,0.92,0.4,-14,1,0.012,-0.7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026000000000000002,0.026000000000000002,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.8,0.027000000000000003,1
-99,-19,-0.11,0.07,0.63,0.5,-6,-6,-0.019,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,0
-125,-38,-0.44,0.15,1.2,-0.5,-15,-7,0.009000000000000001,0.4,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,1.1,0.038,1
224,-35,-0.24,-0.14,0.58,2.1,-5,14,-0.009000000000000001,-0.3,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027999999999999997,1
33,-5,-0.17,-0.04,0.71,-0.5,-6,-3,0.008,1.5,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.026000000000000002,0
-374,10,0.39,-0.05,0.79,0.9,-6,5,-0.004,0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.015,0
-383,-18,-0.34,0.09,0.89,-0.7,-13,-4,-0.004,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.003,0.0,0.6,0.02,0
-124,-26,0.08,-0.06,0.66,0.4,-13,11,0.011000000000000001,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.019,1
-89,-25,0.33,-0.05,0.55,0.3,-7,8,-0.004,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,0
-113,-7,-0.18,0.16,0.87,-1.4,-18,-2,0.021,0.6,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027999999999999997,1
-88,-56,-0.21,0.04,0.62,-1.0,-12,2,0.005,-0.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.5,0.019,0
-493,12,0.16,0.05,0.92,-0.7,-7,-2,0.009000000000000001,-0.3,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,0
-93,-56,0.37,-0.1,0.55,-0.7,-13,16,0.008,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,1
-296,-51,-0.57,-0.16,0.75,0.8,-8,23,0.005,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,-0.001,0.0,0.5,0.017,0
122,-10,0.39,0.02,0.39,0.4,-15,7,-0.009000000000000001,0.3,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,1
-222,-57,-0.24,-0.05,0.68,-1.9,-10,8,0.027000000000000003,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.5,0.017,0
269,-17,-0.12,-0.05,0.23,-0.1,-7,7,0.002,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.016,0
-572,-10,-0.15,-0.18,0.96,0.5,-7,11,0.001,3.6,0.013999999999999999,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.4,0.015,0
-53,15,-0.13,0.25,0.67,-2.1,-16,-16,0.005,0.0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,1
191,-29,0.28,0.07,0.35,1.2,-18,7,0.003,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,1
314,-17,0.04,0.16,0.29,-0.1,-10,-14,-0.019,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,1
101,-9,0.61,0.4,0.49,0.2,-10,-13,-0.018000000000000002,-6.4,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022000000000000002,1
81,-42,0.36,0.09,0.44,0.2,-6,-7,0.001,-0.7,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,0
-800,22,0.34,0.07,1.56,0.4,-20,-15,-0.008,4.5,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.026000000000000002,0.026000000000000002,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,-0.002,0.0,0.0,0.0,0.8,0.027000000000000003,1
-151,38,0.02,0.13,0.72,2.0,-6,-14,-0.012,0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,-0.001,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,0
300,-10,0.18,0.08,0.23,-1.1,-8,-5,0.006,-1.9,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,0
289,-8,0.22,-0.02,0.23,0.3,-11,5,0.012,0.3,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,1
-187,-41,0.66,0.09,0.72,-1.2,-12,-2,0.013000000000000001,-0.6,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,-0.002,0.0,0.0,0.0,0.6,0.02,1
-63,-15,-0.24,0.04,0.58,0.6,-9,-2,-0.011000000000000001,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,0
-350,66,0.28,0.2,0.9,0.8,-7,-22,-0.016,0.3,0.017,0.018000000000000002,0.018000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022000000000000002,0.022000000000000002,0.021,-0.002,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.6,0.021,0
236,12,0.45,0.16,0.43,-0.6,-17,-4,0.011000000000000001,-0.2,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024,1
25,-5,-0.07,0.29,0.59,-1.4,-13,-23,-0.002,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,0
-173,-60,-0.3,0.02,0.64,-1.1,-8,1,0.019,-0.9,0.017,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.002,0.0,0.5,0.017,0
-373,11,0.07,-0.05,0.9,1.2,-7,3,-0.013999999999999999,2.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0
95,-26,-0.49,-0.02,0.41,-0.3,-11,7,0.001,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,0
220,-22,0.21,0.1,0.31,-0.2,-7,3,-0.012,-3.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018000000000000002,0
235,-4,0.0,0.15,0.69,-1.7,-15,-5,0.015,0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034,1
74,-7,0.3,0.14,0.52,1.4,-9,-13,-0.005,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,0
-18,-34,0.47,0.21,0.74,-0.3,-19,-2,0.008,-0.3,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.027000000000000003,1
609,22,0.3,-0.08,-0.05,1.1,-10,6,-0.015,1.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,1
119,16,-0.31,0.08,0.42,-1.0,-7,-8,-0.004,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,0
-91,-16,0.2,-0.05,0.79,0.5,-5,9,-0.008,-0.8,0.025,0.025,0.025,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.024,0.024,0.024,0.024,0.024,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.7,0.024,1
