V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Label
36,0,2,1,0,0.0,0,0,2,20,8,0.37,1,-1,0,3,1
35,0,2,1,0,1.84,1,0,0,18,8,1.81,2,-1,0,3,1
30,6,1,2,0,10.36,1,1,0,21,9,0.82,2,-1,0,3,1
33,1,1,1,0,0.0,1,0,2,29,5,3.31,1,-1,0,3,1
43,4,1,2,0,2.54,1,1,0,15,5,1.04,3,-1,0,3,1
26,1,2,1,0,4.94,0,0,0,2,3,2.37,1,-1,0,3,1
35,1,2,1,0,0.88,1,0,2,16,8,3.44,4,-1,0,3,1
43,0,0,2,0,14.4,1,1,0,21,9,1.49,1,175,1,0,1
48,4,1,1,1,-9.98,1,0,0,18,9,1.73,1,-1,0,3,1
54,2,1,2,0,10.63,1,0,1,8,0,6.9,7,-1,0,3,1
38,4,2,2,0,24.54,1,0,0,14,1,3.73,2,-1,0,3,1
40,9,0,2,0,5.68,1,0,2,24,10,1.12,1,-1,0,3,2
42,9,1,2,0,14.93,1,1,0,13,1,0.78,1,-1,0,3,1
43,0,2,3,0,6.82,0,0,2,19,6,1.56,6,-1,0,3,1
58,2,1,2,0,0.0,0,1,0,30,4,5.4,1,2,2,1,1
50,6,1,2,0,0.5,1,0,0,11,8,1.42,5,-1,0,3,1
60,5,1,0,0,2.8,0,0,1,8,5,2.91,1,-1,0,3,1
33,1,2,1,0,0.45,0,0,2,20,6,0.13,12,-1,0,3,1
43,1,1,1,0,6.64,1,0,2,12,6,3.54,1,-1,0,3,1
24,4,1,1,0,8.67,1,0,2,20,6,5.46,10,-1,0,3,2
27,0,1,1,0,0.04,1,0,2,6,8,2.43,1,-1,0,3,1
34,9,2,2,0,0.0,0,0,0,21,1,1.21,2,-1,0,3,1
31,8,2,2,0,20.3,1,0,0,14,8,1.68,2,351,2,0,1
30,1,1,1,0,3.19,0,0,0,27,4,2.1,2,-1,0,3,1
61,6,1,2,0,108.61,0,0,0,25,10,2.25,1,91,5,2,2
30,4,0,2,0,4.77,1,0,1,6,8,1.86,1,-1,0,3,1
26,1,2,1,0,0.24,1,0,2,7,8,1.8,1,-1,0,3,1
50,0,1,1,0,3.11,1,1,2,18,6,4.17,3,-1,0,3,1
40,1,1,0,0,0.46,1,0,2,6,8,1.19,1,-1,0,3,1
40,4,1,2,0,4.32,1,1,0,2,3,1.01,1,-1,0,3,1
51,4,2,3,0,12.77,0,0,0,22,3,1.43,5,294,1,0,1
56,0,1,1,0,3.6,1,1,0,24,5,0.98,2,-1,0,3,1
32,0,1,1,0,0.03,1,1,0,15,5,6.12,4,-1,0,3,1
49,0,2,1,0,-11.93,1,1,2,3,6,0.73,1,-1,0,3,1
62,5,1,1,0,48.29,0,0,0,6,1,1.16,1,-1,0,3,1
51,1,1,1,0,0.5,1,1,2,6,8,1.21,1,-1,0,3,1
34,1,1,0,0,4.79,0,0,0,11,5,7.72,1,-1,0,3,1
50,4,0,2,0,4.05,0,0,0,2,5,1.46,1,91,6,0,1
31,0,1,1,0,3.93,1,0,2,14,8,4.66,1,-1,0,3,1
38,1,1,1,0,69.94,1,0,1,8,0,1.69,1,139,2,0,1
28,4,1,2,0,3.95,0,0,2,21,8,1.78,1,-1,0,3,1
37,1,1,1,0,38.84,1,0,0,20,0,0.28,5,-1,0,3,1
39,7,1,1,0,1.17,1,0,0,18,8,10.32,2,-1,0,3,2
33,9,2,2,0,1.49,1,0,0,19,9,4.24,2,182,1,1,2
35,4,1,1,0,24.15,1,1,0,16,0,3.48,3,-1,0,3,1
33,9,2,2,0,3.89,0,0,1,18,1,0.79,2,-1,0,3,1
35,9,2,1,0,12.27,0,0,0,18,7,5.93,4,90,6,1,2
32,7,2,1,0,7.72,1,0,2,15,8,6.97,3,-1,0,3,2
28,2,2,1,0,17.34,1,0,2,3,6,1.61,3,-1,0,3,1
49,0,1,1,0,1.82,1,0,0,2,0,3.03,1,331,2,0,1
45,4,1,2,0,48.77,1,0,0,8,1,1.72,2,-1,0,3,1
41,0,1,1,0,17.05,0,0,0,30,5,0.92,3,-1,0,3,1
28,1,2,0,0,5.51,0,0,0,4,8,2.64,3,-1,0,3,1
56,4,0,0,0,74.96,0,0,2,9,6,1.64,3,-1,0,3,1
34,7,2,1,0,-7.01,1,0,0,11,8,6.1,2,-1,0,3,2
44,9,1,1,0,29.81,1,1,0,22,8,1.06,1,101,2,0,1
30,0,2,1,0,1.05,1,0,0,21,9,0.75,1,-1,0,3,1
39,4,2,2,0,22.58,1,0,0,31,5,2.55,2,-1,0,3,1
39,10,1,1,0,0.74,1,0,0,28,5,0.71,6,-1,0,3,1
82,3,1,0,0,21.4,0,0,1,14,0,1.18,6,-1,0,3,1
51,2,1,1,0,54.03,1,0,0,19,9,6.98,1,-1,0,3,1
33,1,1,0,0,12.17,1,0,2,27,8,2.71,3,-1,0,3,1
46,9,0,1,0,28.62,1,1,0,30,5,1.32,3,-1,0,3,1
52,4,2,2,0,12.05,0,0,1,19,1,0.18,20,-1,0,3,1
56,10,0,1,0,2.83,1,1,0,20,0,0.89,3,341,2,0,1
55,4,1,0,0,0.19,1,0,2,16,8,0.56,3,-1,0,3,1
53,4,0,0,0,-0.17,1,1,0,18,5,5.08,1,-1,0,3,1
30,9,2,1,0,2.98,1,0,2,16,8,1.64,2,-1,0,3,1
42,4,1,2,0,1.87,0,0,0,11,1,0.64,1,-1,0,3,1
49,11,1,0,0,1.42,0,0,2,12,6,0.9,3,-1,0,3,1
36,4,2,2,0,38.75,1,0,0,11,8,2.12,1,-1,0,3,1
56,9,1,1,0,2.64,1,1,0,7,8,6.39,2,280,5,2,1
46,1,1,1,0,0.71,1,0,2,6,8,4.16,1,-1,0,3,1
43,4,0,2,0,0.99,0,0,0,29,4,0.24,3,-1,0,3,1
27,6,2,1,0,0.78,1,0,2,9,8,8.25,1,-1,0,3,1
22,1,2,1,0,-0.07,1,0,0,17,0,0.84,1,343,1,1,1
86,5,0,0,0,0.0,0,0,1,26,1,1.89,1,-1,0,3,2
30,7,0,1,0,0.63,1,0,2,29,8,0.96,5,-1,0,3,1
39,9,1,1,0,6.97,0,0,0,15,6,1.08,1,-1,0,3,1
49,5,2,0,0,258.24,0,0,2,17,6,0.94,1,-1,0,3,1
38,0,1,1,0,2.57,1,0,0,15,8,0.1,5,-1,0,3,1
31,9,1,1,1,-4.63,1,0,2,28,8,2.1,1,-1,0,3,1
30,8,2,3,0,-1.45,0,1,0,8,5,1.54,1,-1,0,3,1
63,5,0,1,0,14.9,0,0,0,8,6,5.06,1,-1,0,3,2
41,7,1,1,0,42.83,1,0,2,12,6,1.12,1,-1,0,3,1
35,0,2,1,0,8.47,1,0,0,11,8,0.85,2,-1,0,3,1
36,4,1,2,0,2.03,0,0,0,23,5,6.08,3,179,2,2,2
60,5,2,1,0,0.74,1,0,1,28,5,0.29,8,-1,0,3,1
46,10,0,1,0,0.41,1,0,2,12,8,2.49,4,-1,0,3,1
46,1,1,0,0,2.78,0,0,0,21,1,1.53,3,-1,0,3,1
45,1,2,0,0,21.21,0,0,0,21,9,3.26,2,-1,0,3,1
53,0,2,1,0,2.91,0,0,2,23,5,1.45,1,-1,0,3,1
38,0,2,1,0,1.37,1,1,2,7,8,1.25,2,-1,0,3,1
51,3,1,1,0,2.6,0,0,0,27,1,3.16,5,-1,0,3,1
38,2,1,2,0,0.04,1,0,0,16,5,1.58,1,-1,0,3,1
31,7,2,1,0,0.08,0,0,0,7,5,3.4,3,-1,0,3,1
24,9,2,1,0,1.39,0,0,0,14,0,2.59,1,-1,0,3,1
33,6,1,2,0,15.45,1,0,2,21,8,3.57,2,-1,0,3,1
36,4,2,2,0,5.48,1,1,2,30,8,6.18,3,-1,0,3,1
37,4,2,2,0,21.73,0,0,0,30,5,3.52,1,-1,0,3,1
36,1,1,0,0,4.53,1,0,0,16,0,1.76,1,330,2,0,1
55,10,1,1,0,43.72,1,0,0,30,5,1.22,2,-1,0,3,1
38,9,2,2,0,10.77,1,1,0,29,4,0.87,1,-1,0,3,1
29,7,2,1,1,-3.08,0,0,0,18,5,1.13,1,-1,0,3,1
36,1,1,0,0,5.99,1,0,2,21,8,6.49,2,-1,0,3,2
38,7,2,0,0,37.15,1,0,1,13,8,0.41,2,327,17,0,1
52,0,0,1,0,0.26,1,0,2,13,8,2.15,1,-1,0,3,1
48,4,1,2,0,2.63,1,0,2,5,8,3.5,2,-1,0,3,1
45,9,1,1,0,33.95,1,0,0,18,9,0.92,1,188,1,0,1
53,7,0,0,0,2.0,0,0,0,17,9,1.82,3,-1,0,3,1
41,9,1,1,0,34.32,0,0,0,6,1,1.4,3,-1,0,3,1
34,9,1,1,0,2.68,0,0,0,11,1,0.47,4,-1,0,3,1
20,8,2,3,0,27.85,0,0,0,16,11,3.27,2,-1,0,3,2
35,1,1,3,0,0.56,1,0,2,3,6,1.3,1,-1,0,3,1
59,4,1,1,0,9.66,0,0,1,21,5,0.5,4,-1,0,3,1
30,9,2,2,0,23.25,0,0,0,5,0,2.7,3,241,4,1,1
36,4,1,2,0,1.71,0,0,0,12,1,0.92,2,-1,0,3,1
27,7,2,1,0,-1.95,1,0,0,18,8,3.91,1,-1,0,3,2
53,10,1,0,0,8.45,0,0,0,29,5,1.23,2,-1,0,3,1
51,1,1,1,0,8.14,1,0,0,14,8,0.17,8,-1,0,3,1
30,1,1,0,0,7.14,1,0,0,15,8,1.99,1,-1,0,3,1
38,1,1,1,0,1.21,1,1,0,6,3,1.68,1,212,2,0,1
31,1,2,3,0,6.67,1,0,2,28,8,0.8,3,-1,0,3,1
34,1,2,1,0,-6.03,0,0,0,25,5,1.64,4,-1,0,3,1
38,11,1,0,0,0.0,0,0,2,6,6,4.14,2,-1,0,3,1
36,4,2,2,0,1.88,0,0,0,29,4,0.55,2,-1,0,3,1
33,1,1,1,0,0.64,0,0,2,16,8,2.39,3,-1,0,3,1
43,4,1,2,0,0.0,0,0,0,2,3,3.19,2,-1,0,3,1
29,1,1,0,0,0.05,1,1,1,21,5,0.53,1,-1,0,3,1
27,9,2,1,0,1.26,1,1,0,5,3,1.47,2,216,4,0,1
43,7,1,1,0,0.41,1,1,2,5,8,1.27,2,-1,0,3,1
42,1,1,1,0,13.86,1,0,0,29,5,2.22,5,-1,0,3,1
26,8,2,2,0,100.86,0,0,0,8,5,4.75,3,78,2,2,1
53,3,0,0,0,22.53,1,0,0,24,5,1.35,1,-1,0,3,1
35,9,2,1,0,5.38,1,0,0,4,8,3.13,2,-1,0,3,1
50,0,1,1,0,6.97,0,0,0,14,1,1.18,4,-1,0,3,1
52,7,0,1,0,15.27,0,1,0,20,9,2.76,1,122,1,1,1
48,1,1,1,0,7.42,1,1,0,14,5,3.04,4,-1,0,3,1
46,7,0,1,0,20.44,0,1,2,16,6,0.75,3,-1,0,3,1
36,3,2,0,0,2.07,0,0,2,20,6,14.78,5,-1,0,3,1
28,6,2,2,0,15.79,0,0,0,14,10,1.22,3,-1,0,3,1
49,1,1,1,0,1.34,1,1,2,27,8,2.65,2,-1,0,3,1
34,7,1,1,0,-0.68,1,0,2,9,8,1.22,1,-1,0,3,1
42,1,2,1,0,9.85,0,0,0,20,9,1.41,2,-1,0,3,1
33,0,0,1,1,-0.18,1,0,0,6,8,2.44,1,359,3,0,1
38,4,0,2,0,63.68,1,0,0,4,8,9.22,4,-1,0,3,2
31,0,1,1,0,0.33,1,0,0,5,8,2.9,2,-1,0,3,1
59,4,1,2,0,27.64,0,0,0,24,2,2.37,1,206,2,0,1
50,1,0,0,0,1.34,0,0,2,8,8,2.63,2,-1,0,3,1
40,7,0,1,0,6.87,1,0,0,2,3,5.31,1,208,1,2,2
29,4,2,2,0,2.65,0,0,0,22,8,4.91,1,-1,0,3,2
43,4,0,2,0,-1.73,0,1,0,18,1,1.19,7,-1,0,3,1
49,3,1,1,0,0.81,0,1,2,9,6,4.93,2,-1,0,3,1
42,4,1,2,0,0.0,0,1,1,12,8,1.39,3,361,4,0,1
50,5,1,0,0,4.2,0,0,2,5,6,1.07,1,-1,0,3,1
24,8,2,1,0,1.54,0,0,0,4,11,2.05,2,-1,0,3,1
26,4,2,2,0,2.22,0,0,0,26,0,1.92,1,334,1,0,2
38,1,1,0,0,-5.22,1,1,2,20,6,0.18,22,-1,0,3,1
59,5,0,0,0,15.34,1,0,2,14,8,2.78,1,-1,0,3,1
29,0,2,1,0,-0.44,1,0,2,13,8,1.66,4,-1,0,3,1
58,9,0,1,0,-3.54,1,1,0,7,5,0.98,1,-1,0,3,1
58,7,1,1,0,19.05,0,0,0,27,1,2.02,5,-1,0,3,1
80,5,1,0,0,14.68,0,0,0,13,5,2.56,2,181,3,2,1
30,1,1,1,0,3.63,1,0,0,3,3,1.65,1,-1,0,3,1
46,1,1,0,0,0.0,1,0,1,11,8,0.3,4,304,2,1,1
49,0,2,1,0,7.16,1,0,2,15,8,12.57,3,-1,0,3,2
50,1,1,0,0,5.65,1,1,0,28,1,0.36,3,-1,0,3,1
44,7,0,1,0,0.35,1,0,0,16,0,1.84,2,-1,0,3,1
41,2,1,1,0,29.59,1,0,1,25,5,1.1,1,-1,0,3,1
47,9,2,1,0,-2.39,1,1,0,7,5,9.73,3,-1,0,3,2
38,9,1,2,0,6.06,0,0,2,16,6,1.93,2,-1,0,3,1
48,9,1,2,0,6.48,0,0,0,14,1,0.85,2,-1,0,3,1
38,9,2,1,0,83.81,0,0,0,21,9,0.98,1,-1,0,3,1
51,5,1,1,0,0.0,1,0,0,11,10,1.46,4,-1,0,3,1
46,4,0,2,0,6.24,0,0,0,17,11,3.36,2,183,2,2,2
41,4,1,2,0,5.57,1,1,0,12,1,1.48,4,-1,0,3,1
32,4,2,2,1,0.05,1,0,0,26,1,5.2,4,-1,0,3,1
26,0,1,2,0,9.06,0,0,0,2,9,1.09,1,160,1,2,1
40,1,1,0,0,0.12,1,0,2,5,6,0.54,26,-1,0,3,1
54,3,0,1,1,0.34,0,0,0,21,5,2.08,3,-1,0,3,1
23,1,1,1,0,0.94,1,0,2,5,8,1.93,1,-1,0,3,1
34,4,1,2,0,41.31,1,0,2,27,8,1.72,7,-1,0,3,1
58,5,1,1,0,4.25,1,1,0,17,9,1.0,1,-1,0,3,1
44,1,1,1,0,16.97,1,0,2,4,5,1.5,2,-1,0,3,2
43,1,2,1,0,7.4,1,0,2,20,6,5.85,2,-1,0,3,2
32,0,2,1,0,6.2,1,0,2,26,8,12.34,3,-1,0,3,2
40,4,1,2,0,50.1,0,0,0,17,9,0.49,1,-1,0,3,1
43,9,1,1,0,16.5,0,0,0,4,3,1.54,1,-1,0,3,1
31,9,2,1,0,0.05,0,0,0,22,1,1.21,2,-1,0,3,1
34,9,1,1,0,10.12,1,1,0,9,0,3.53,2,163,1,2,1
32,10,2,1,0,1.04,0,0,0,4,3,2.33,3,-1,0,3,1
56,4,1,0,0,7.72,1,0,1,20,9,2.91,1,-1,0,3,1
46,11,1,0,0,2.85,0,0,2,11,6,2.15,2,-1,0,3,1
56,1,1,3,0,31.97,0,0,0,25,1,0.83,13,-1,0,3,1
36,0,2,1,0,0.22,1,0,0,22,5,0.77,5,-1,0,3,1
55,10,0,0,0,-0.53,0,0,1,3,3,2.25,4,6,3,1,1
55,0,2,1,0,23.59,1,0,1,20,0,0.43,3,-1,0,3,1
31,4,1,2,0,13.31,0,0,0,30,0,2.97,1,86,3,2,2
44,0,1,1,1,0.0,0,1,2,30,6,0.76,3,-1,0,3,1
42,1,1,1,0,93.59,1,0,2,15,8,1.97,1,-1,0,3,1
57,4,1,2,0,0.75,0,0,0,28,1,2.6,5,-1,0,3,1
27,1,2,2,0,6.44,0,0,0,2,6,6.57,1,182,1,2,2
53,4,1,2,0,13.56,1,0,0,5,1,3.97,2,93,2,0,1
36,9,1,2,0,0.82,1,0,0,29,5,0.45,4,-1,0,3,1
49,6,1,1,0,2.89,1,0,0,2,3,2.43,1,-1,0,3,1
31,4,2,1,0,23.17,0,0,0,16,0,0.87,2,-1,0,3,1
39,7,1,1,0,0.0,1,0,1,10,5,0.29,1,-1,0,3,1
31,9,2,1,0,0.44,0,0,0,2,3,2.0,5,175,2,0,1
36,4,1,2,0,2.68,1,1,0,24,5,8.23,1,-1,0,3,1
34,9,2,2,0,13.93,1,0,0,15,0,5.4,3,271,3,2,1
51,1,1,1,0,11.21,0,0,0,4,1,8.24,2,-1,0,3,1
42,9,1,1,0,7.82,1,0,0,17,5,5.36,2,-1,0,3,1
23,4,2,2,0,10.04,1,0,0,30,7,1.14,2,-1,0,3,1
33,6,2,1,0,2.38,1,1,0,5,3,0.45,5,-1,0,3,1
52,7,1,1,0,4.31,0,0,0,26,1,0.73,17,-1,0,3,1
41,7,0,1,0,0.0,0,0,0,14,5,0.93,3,-1,0,3,1
31,4,1,2,0,2.42,1,0,0,9,6,1.06,4,-1,0,3,1
28,9,2,1,0,0.08,1,0,0,29,4,3.89,2,254,3,0,1
34,7,1,1,0,2.54,1,0,0,28,5,2.76,2,-1,0,3,1
50,2,1,0,0,4.31,1,0,0,20,0,0.12,5,-1,0,3,1
60,4,1,2,0,6.51,0,0,2,20,6,1.55,2,-1,0,3,1
46,7,0,1,0,3.55,1,0,0,8,8,1.22,2,338,8,1,1
46,4,1,2,1,5.49,0,0,0,21,1,0.87,8,-1,0,3,1
55,1,1,1,0,0.49,1,0,0,7,5,4.94,4,-1,0,3,2
24,4,2,2,0,5.53,1,0,2,26,8,2.49,1,-1,0,3,1
40,1,1,1,0,33.16,0,0,2,19,6,1.02,3,-1,0,3,1
60,5,1,0,0,0.0,0,0,0,18,1,1.42,3,-1,0,3,1
27,8,2,2,0,51.69,1,0,0,3,11,4.31,1,466,3,2,2
59,5,1,0,0,1.43,1,0,2,19,6,0.11,1,-1,0,3,1
30,2,1,1,0,127.37,0,1,0,19,9,5.89,2,-1,0,3,2
42,1,1,0,0,7.04,1,1,1,31,5,0.88,10,-1,0,3,1
38,9,1,2,0,32.34,0,0,0,8,0,2.81,1,141,2,2,1
39,9,0,1,0,3.85,0,0,0,26,1,1.43,1,93,1,0,1
50,4,1,2,0,11.74,1,0,0,7,8,1.28,2,-1,0,3,1
49,1,1,0,0,0.98,0,1,2,19,6,5.34,1,-1,0,3,1
48,9,1,1,0,3.02,1,0,2,26,8,2.08,3,-1,0,3,1
43,1,1,0,0,5.48,0,0,0,30,5,1.0,9,-1,0,3,1
27,1,1,1,0,1.06,1,0,2,8,8,2.07,2,-1,0,3,1
38,1,0,0,0,0.0,0,0,2,12,6,0.49,2,-1,0,3,1
43,1,1,0,0,-0.59,1,0,2,20,6,2.05,5,-1,0,3,1
35,4,0,2,0,2.86,1,0,0,15,5,1.64,3,-1,0,3,1
31,4,2,2,0,32.83,0,0,0,2,3,2.58,1,73,1,0,2
32,7,2,1,0,-1.21,1,1,2,13,8,2.72,1,-1,0,3,1
34,2,1,2,0,103.5,1,0,2,8,8,1.87,3,-1,0,3,1
63,6,1,2,0,6.61,0,0,0,2,7,0.56,2,-1,0,3,1
28,1,2,1,0,0.67,0,0,0,3,3,0.2,5,-1,0,3,1
27,9,2,2,0,2.0,0,0,0,3,6,5.08,1,-1,0,3,1
32,9,1,1,0,3.67,1,0,0,11,8,2.14,2,276,3,0,1
27,0,0,1,0,0.76,1,0,2,4,6,2.36,1,-1,0,3,1
56,1,1,1,0,16.02,1,0,2,6,8,4.27,1,-1,0,3,1
30,7,2,1,0,1.87,1,0,2,23,8,1.1,1,-1,0,3,1
40,3,1,0,0,1.18,1,0,0,5,3,1.62,2,-1,0,3,1
70,5,1,1,0,13.1,0,0,0,14,0,3.18,1,181,1,0,1
47,7,1,1,0,14.74,1,0,0,15,8,0.77,1,368,3,0,1
32,4,2,2,0,6.23,0,0,1,24,2,2.73,1,203,1,0,1
56,7,1,1,0,0.83,0,0,0,27,1,0.26,11,-1,0,3,1
36,9,2,1,0,0.0,0,0,0,8,5,1.21,1,-1,0,3,1
45,9,1,1,0,3.51,1,0,1,29,1,0.18,2,-1,0,3,1
29,7,2,1,0,0.02,1,0,0,6,8,4.03,4,-1,0,3,1
39,0,1,0,0,0.0,0,0,0,17,9,1.06,1,-1,0,3,1
35,1,1,0,0,4.55,1,0,0,13,8,5.73,7,327,3,0,1
30,9,1,1,0,-3.06,1,1,0,18,9,3.72,1,186,1,0,1
38,9,1,1,0,-0.06,0,0,0,26,1,7.0,2,-1,0,3,1
32,10,2,0,0,9.11,0,1,0,20,9,0.42,7,-1,0,3,1
47,1,1,0,0,17.56,1,0,2,16,8,2.07,1,-1,0,3,1
44,0,1,1,0,-3.72,1,0,2,5,8,1.72,1,-1,0,3,1
36,1,1,0,0,46.08,1,0,0,14,8,2.84,7,-1,0,3,1
33,9,1,1,0,10.26,0,0,0,4,1,0.87,1,1,5,0,1
30,10,1,2,0,3.3,0,0,0,14,0,1.11,1,-1,0,3,2
59,5,1,1,0,0.19,0,1,0,19,1,2.71,3,-1,0,3,1
51,10,0,2,0,0.0,0,0,0,31,5,5.74,2,-1,0,3,2
45,6,1,2,0,5.82,0,0,0,17,9,1.48,1,-1,0,3,1
36,7,2,1,0,-0.45,1,0,2,8,8,2.89,1,-1,0,3,1
33,7,1,1,0,0.28,0,0,0,29,1,0.73,2,-1,0,3,1
34,4,2,2,0,0.0,0,0,0,24,5,1.74,3,-1,0,3,1
29,4,2,2,0,23.44,1,0,0,20,5,2.88,1,133,2,0,1
46,0,1,1,0,40.48,1,0,2,15,8,3.6,1,-1,0,3,1
33,1,1,0,0,4.96,0,0,0,12,8,1.51,1,-1,0,3,1
25,8,2,1,0,11.16,1,0,0,12,8,0.85,2,71,3,0,1
34,6,2,2,0,12.72,1,0,0,14,8,2.02,1,-1,0,3,1
32,8,2,3,0,15.83,1,0,2,20,8,0.57,1,-1,0,3,1
39,9,2,1,0,6.71,0,1,0,11,5,0.98,2,-1,0,3,1
37,4,2,2,0,0.0,0,0,0,20,10,1.07,1,258,3,1,1
50,9,1,1,0,0.0,1,0,0,6,8,3.27,1,356,1,1,1
35,1,2,1,0,4.48,0,1,0,20,9,10.31,6,-1,0,3,1
29,7,1,1,0,0.23,0,0,0,17,5,0.57,4,-1,0,3,1
59,5,1,0,0,0.21,0,0,1,8,5,1.27,3,-1,0,3,1
32,9,2,1,0,1.45,0,0,0,6,1,1.35,2,-1,0,3,1
49,4,1,2,0,2.61,0,0,0,14,5,2.25,2,-1,0,3,1
55,5,1,1,0,187.22,1,0,2,12,8,1.28,2,-1,0,3,1
30,8,2,1,0,30.96,0,0,0,2,1,2.26,3,188,1,0,1
32,2,1,3,0,0.73,1,0,0,9,5,1.75,1,-1,0,3,1
48,1,2,3,0,4.28,1,0,0,18,8,1.27,1,-1,0,3,1
28,7,2,1,0,3.48,1,0,2,21,8,0.86,2,-1,0,3,1
52,2,1,0,0,25.94,1,0,1,21,9,4.25,1,-1,0,3,1
33,10,1,1,0,-1.44,0,0,0,30,5,4.81,3,-1,0,3,2
32,1,1,1,1,-0.49,1,0,0,25,5,1.73,8,-1,0,3,1
41,9,1,1,0,3.35,0,0,0,18,1,1.69,3,-1,0,3,1
33,4,1,2,0,111.49,1,0,2,21,8,4.18,2,-1,0,3,1
27,9,2,1,0,1.51,0,0,0,30,5,1.39,3,-1,0,3,1
38,4,2,2,0,-9.74,1,0,2,30,8,1.2,3,-1,0,3,1
36,4,2,2,0,17.43,1,0,0,28,5,4.28,2,-1,0,3,1
45,9,1,1,0,20.2,1,0,0,9,5,0.55,1,-1,0,3,1
51,3,1,3,0,23.37,1,0,0,16,0,2.51,2,266,3,1,2
34,0,0,1,0,6.61,1,0,0,5,1,2.45,2,183,10,0,2
42,4,1,2,0,90.09,0,0,0,20,9,1.35,2,-1,0,3,1
47,1,1,0,0,46.66,0,0,2,14,8,4.51,3,-1,0,3,1
44,4,0,2,0,14.67,0,0,2,17,6,0.49,1,-1,0,3,1
36,9,1,1,0,59.02,1,0,2,23,8,2.19,4,-1,0,3,1
34,1,1,2,0,5.51,1,0,0,17,0,1.15,2,315,11,1,1
31,1,2,1,0,0.54,0,0,2,18,6,2.3,3,-1,0,3,1
38,4,2,2,0,16.37,0,1,0,5,1,2.31,1,-1,0,3,1
41,1,1,0,0,4.84,1,0,0,7,5,3.21,3,-1,0,3,1
45,4,1,2,0,1.6,0,0,0,30,0,6.19,1,-1,0,3,2
39,1,1,0,0,6.22,1,0,2,20,8,1.69,1,-1,0,3,1
34,4,1,2,0,1.61,1,0,0,11,5,3.78,1,-1,0,3,1
32,7,2,1,0,1.01,1,0,0,11,8,3.69,1,-1,0,3,1
26,9,2,1,0,6.03,0,1,0,17,5,1.76,1,-1,0,3,1
53,4,1,2,0,11.02,0,0,0,24,5,0.78,1,-1,0,3,1
38,7,0,1,0,-3.45,1,0,2,28,8,1.77,2,-1,0,3,1
65,5,1,1,0,5.71,1,0,0,20,10,3.49,1,183,2,2,2
34,6,0,1,0,1.72,1,0,0,18,9,0.65,1,-1,0,3,1
55,3,1,1,0,1.27,1,0,1,21,5,11.3,8,-1,0,3,2
47,1,1,0,0,1.76,1,0,2,30,8,0.35,1,-1,0,3,1
28,4,2,2,0,6.78,0,1,0,4,8,1.15,3,-1,0,3,1
53,4,0,1,0,0.28,1,0,0,6,8,1.35,2,289,1,0,1
39,0,1,1,0,3.67,1,0,2,7,8,1.06,1,-1,0,3,1
47,0,2,1,0,5.94,1,0,2,7,8,1.61,1,-1,0,3,1
25,6,2,2,0,8.82,1,0,0,13,8,3.41,1,-1,0,3,1
34,4,2,2,0,0.27,0,1,0,22,5,2.55,1,-1,0,3,1
37,9,2,2,0,68.89,1,0,0,21,9,12.21,1,-1,0,3,1
36,9,1,1,0,46.13,0,0,0,2,0,3.2,1,134,2,0,1
30,0,1,1,0,2.14,1,1,2,26,8,2.19,1,-1,0,3,1
27,9,2,1,0,39.33,0,0,0,28,5,8.37,3,-1,0,3,2
25,2,2,2,1,0.06,1,1,2,27,8,0.03,4,-1,0,3,1
39,9,2,1,0,1.22,1,0,2,2,6,1.58,1,-1,0,3,1
43,4,1,2,0,29.87,0,0,0,11,7,1.03,3,-1,0,3,1
58,0,1,1,0,18.13,1,0,1,17,5,0.15,1,-1,0,3,1
26,9,2,1,0,9.41,0,1,0,25,5,7.84,1,-1,0,3,2
32,9,2,1,0,0.35,0,0,0,28,1,1.99,6,-1,0,3,1
52,4,1,2,0,0.0,1,0,0,30,5,1.61,6,-1,0,3,1
53,4,0,1,0,0.28,1,0,0,21,5,1.42,1,-1,0,3,1
36,1,1,0,0,8.28,0,0,0,13,8,15.12,1,345,8,0,2
35,4,2,2,0,26.46,0,0,0,14,0,1.33,8,183,2,2,2
40,1,2,0,0,15.3,1,0,0,20,0,0.08,3,315,1,0,1
46,7,1,1,0,10.34,0,0,0,8,1,1.09,2,-1,0,3,1
33,4,2,2,0,0.23,0,0,0,20,1,2.16,3,-1,0,3,1
23,7,1,1,0,13.09,1,0,2,3,6,3.49,2,-1,0,3,1
46,9,1,3,0,3.12,0,0,0,27,1,1.29,4,-1,0,3,1
35,4,1,2,0,2.84,0,1,0,6,1,2.58,2,-1,0,3,1
40,4,1,2,0,3.78,1,1,0,28,4,2.6,1,268,2,0,1
51,4,2,1,0,16.1,1,0,2,16,6,12.48,3,-1,0,3,2
26,1,2,1,0,3.3,1,0,0,18,8,1.56,1,348,1,0,1
26,0,2,1,0,-2.35,1,0,2,16,8,1.03,1,-1,0,3,1
34,4,1,2,0,22.87,1,0,2,26,8,8.95,4,-1,0,3,2
28,9,2,1,0,15.89,1,0,0,18,8,3.59,5,-1,0,3,1
50,4,1,2,0,2.53,0,0,0,28,8,5.13,9,-1,0,3,2
55,4,0,2,0,4.81,1,0,1,8,8,1.47,2,298,3,0,1
