SAFE165,SAFE4,SAFE90,SAFE11,SAFE10,SAFE1,SAFE23,SAFE7,SAFE5,SAFE30,SAFE9,SAFE15,SAFE33,SAFE2,SAFE89,SAFE13,SAFE17,SAFE3,SAFE134,SAFE141,SAFE29,SAFE16,SAFE27,SAFE19,SAFE21,SAFE24,SAFE14,SAFE64,SAFE44,SAFE12,SAFE100,SAFE38,SAFE86,SAFE35,SAFE101,SAFE102,SAFE103,SAFE104,SAFE105,SAFE106,SAFE107,SAFE108,SAFE109,SAFE110,SAFE111,SAFE112,SAFE113,SAFE114,SAFE115,SAFE116,SAFE117,SAFE118,SAFE119,SAFE120,SAFE121,SAFE122,SAFE123,SAFE124,SAFE125,SAFE126,SAFE127,SAFE128,SAFE129,SAFE130,SAFE131,SAFE132,SAFE133,SAFE135,SAFE136,SAFE137,SAFE138,SAFE139,SAFE140,SAFE142,SAFE143,SAFE144,SAFE145,SAFE146,SAFE147,SAFE148,SAFE149,SAFE150,SAFE151,SAFE152,SAFE153,SAFE154,SAFE155,SAFE156,SAFE157,SAFE158,SAFE160,SAFE161,SAFE162,SAFE163,SAFE164,SAFE166,SAFE167,SAFE168,SAFE18,SAFE20,SAFE22,SAFE25,SAFE26,SAFE28,SAFE31,SAFE32,SAFE34,SAFE36,SAFE37,SAFE39,SAFE40,SAFE41,SAFE42,SAFE43,SAFE45,SAFE46,SAFE47,SAFE48,SAFE49,SAFE50,SAFE51,SAFE52,SAFE53,SAFE54,SAFE55,SAFE56,SAFE57,SAFE58,SAFE59,SAFE6,SAFE60,SAFE61,SAFE62,SAFE63,SAFE65,SAFE66,SAFE67,SAFE68,SAFE69,SAFE70,SAFE71,SAFE72,SAFE73,SAFE74,SAFE75,SAFE76,SAFE77,SAFE78,SAFE79,SAFE8,SAFE80,SAFE81,SAFE82,SAFE83,SAFE84,SAFE85,SAFE87,SAFE88,SAFE91,SAFE92,SAFE93,SAFE94,SAFE95,SAFE96,SAFE97,SAFE98,SAFE99,COM1ACT0ESS,CIRCULARITY,DISTA0CE CIRCULARITY,RADIUS RATIO,1R.AXIS AS1ECT RATIO,MAX.LE0GTH AS1ECT RATIO,SCATTER RATIO,ELO0GATED0ESS,1R.AXIS RECTA0GULARITY,MAX.LE0GTH RECTA0GULARITY,SCALED VARIA0CE_MAJOR,SCALED VARIA0CE_MI0OR,SCALED RADIUS OF GYRATIO0,SKEW0ESS ABOUT_MAJOR,SKEW0ESS ABOUT_MI0OR,KURTOSIS ABOUT_MAJOR,KURTOSIS ABOUT_MI0OR,HOLLOWS RATIO,Label
1179334728,861,0,81,-171,752,109,72,47,0,1886,-59,1196,5956236,70,234,1199,330902,291018,,207,193,8272,182,61710,143,13,1413854,-145,0,198,-1693,1100,7039188,176,11,-643,24,2,25,2918,1771077,2060,1032339,10329,6215,17015504,-2228,-351747,1998,-2116,-121363,2138,-1976,2239,-1875,374374,2087,2027,2057,2255,-1859,407286,2747,-1025,1623846,1199,1090,414,254176,-397,5957097,5955375,2747,1025,1623846,5956418,-5956054,1084034952,5956177,5956295,-351417924,5956317,5956155,482455116,5956988,5955484,,6287138,-5625334,1967,1805,152766,5956434,5956038,7039129,7039247,-415312092,166617,198,120,89,65234,30082,-111274,279,2057,11,2079,363998,2060,338,1032339,531,30943,29221,25900602,2747,-1025,1623846,30316,29848,30275,29889,5805826,30023,-30141,-1774838,2079,187,-1693,363998,30129,30035,30093,30071,30154,30010,2165904,30280,29884,-19942,81968,338,523,1827,-1945,427,-249,58,410,266,24336,2057,98,230,226,30,100,11,763,-741,69,638,770,2002,111,100,58,109,230,70,11,226,30,25,182,234,752,207,72,0,13,187,198,0
654323216,356,72,65,-119,282,74,72,30,9,1345,-49,1108,3425776,57,160,592,304912,84016,1219576256,127,135,2256,127,71736,160,20,538080,-101,105408,191,-1210,672,2869760,175,17,-208,28,12,18,1820,521184,948,210752,3720,792,3302784,-1583,-174216,1415,-1513,-71736,1529,-1399,1591,-1337,185928,1513,1415,1392,1655,-1273,279624,1701,-989,478820,592,518,46,66552,-285,3426132,3425420,1701,989,478820,3425903,-3425649,435073552,3425727,3425825,-167863024,3425841,3425711,222675440,3426058,3425494,966068832,3730688,-3120864,1410,1280,87425,3425967,3425585,2869711,2869809,-140618240,95160,191,82,76,31860,17936,-65905,187,1536,-1,1480,181575,948,236,210752,371,18292,17580,6385216,1701,-989,478820,18096,17776,18071,17801,2421360,17887,-17985,-878864,1480,183,-1210,181575,17966,17906,17953,17919,18008,17864,1291392,18127,17745,-11564,20868,236,120,1296,-1394,312,-160,38,308,164,16992,1464,66,138,139,49,84,8,290,-274,46,304,456,1016,92,84,38,74,138,57,8,139,49,18,127,160,282,127,72,9,20,183,191,0
283723965,402,98,63,-136,333,69,63,36,14,1250,-49,984,1397655,56,170,483,144585,32562,561857310,168,150,2331,143,60984,126,18,247860,69,135828,205,-1100,644,1170450,191,21,-264,25,11,19,1788,557172,885,194166,3717,945,3230766,-1522,-188496,1337,-1435,-67914,1449,-1323,1529,-1243,198198,1430,1342,1288,1589,-1183,281358,1652,-848,502500,483,414,252,26973,-130,1398057,1397253,1652,848,502500,1397798,-1397512,199864665,1397606,1397704,-68485095,1397718,1397592,88052265,1397988,1397322,465419115,1542240,-1253070,1313,1187,78750,1397858,1397452,1170401,1170499,-57352050,87318,203,76,85,12150,6885,-61250,32,1484,-7,1400,187500,885,81,194166,231,7287,6483,2767770,1652,-848,502500,7055,6715,7035,6735,1032750,6836,-6934,-337365,1400,198,-1100,187500,6921,6849,6906,6864,6948,6822,433755,7088,6682,-3969,22977,81,321,1201,-1299,166,4,43,144,18,5103,1386,62,158,149,44,92,7,340,-326,50,301,392,1001,99,92,43,69,158,56,7,149,44,19,143,170,333,168,63,14,18,198,203,0
352380600,401,32,61,-138,333,68,80,36,4,1302,-45,1039,1904760,53,170,544,123552,57343,763808760,190,154,2664,146,64800,128,16,370656,11,46080,188,-1148,640,1750320,172,12,-265,24,8,19,1841,577440,945,218144,4104,1224,3836160,-1578,-198720,1395,-1485,-64800,1501,-1379,1586,-1294,210240,1485,1395,1408,1625,-1255,266400,1703,-901,522102,544,476,190,47619,-188,1905161,1904359,1703,901,522102,1904906,-1904614,278094960,1904715,1904805,-85714200,1904821,1904699,116190360,1905093,1904427,634285080,2028312,-1781208,1363,1241,79422,1904945,1904575,1750275,1750365,-78764400,87840,185,76,72,22022,10296,-58590,98,1472,4,1456,200508,945,143,218144,297,10697,9895,4128696,1703,-901,522102,10466,10126,10450,10142,1585584,10251,-10341,-463320,1456,180,-1148,200508,10332,10260,10308,10284,10376,10216,823680,10481,10111,-6435,22644,143,258,1257,-1347,215,-71,44,223,63,11440,1440,60,120,151,45,80,8,341,-325,52,352,424,1168,88,80,44,68,120,53,8,151,45,19,146,170,333,190,80,4,16,180,185,1
1215200000,823,66,74,-164,720,103,71,43,6,1893,-52,1234,6076000,63,229,1133,516460,255130,,213,186,7920,175,61710,154,14,1306340,-124,135762,198,-1707,1199,6957020,176,17,-617,25,3,25,2880,1692911,1956,932459,9977,5863,16291440,-2221,-337348,2005,-2109,-106964,2131,-1983,2232,-1882,359975,2087,2027,1991,2257,-1857,411400,2716,-1070,1557939,1133,1030,410,223200,-362,6076823,6075177,2716,1070,1557939,6076175,-6075825,1063300000,6075948,6076052,-315952000,6076074,6075926,449624000,6076720,6075280,,6592460,-5559540,1967,1819,140082,6076200,6075800,6956968,6957072,-361765040,152218,200,114,98,57660,30380,-98436,258,2123,5,2079,352098,1956,310,932459,496,31203,29557,25002740,2716,-1070,1557939,30609,30151,30566,30194,5650680,30328,-30432,-1579760,2079,187,-1707,352098,30423,30337,30397,30363,30451,30309,2156980,30580,30180,-16120,74160,310,513,1841,-1945,408,-212,54,381,239,22010,2057,92,205,222,30,109,11,731,-709,65,594,693,1925,120,109,54,103,205,63,11,222,30,25,175,229,720,213,71,6,14,187,200,0
1583719200,733,132,68,-145,630,103,65,38,12,1967,-46,1379,7879200,57,212,1133,901600,293200,,186,167,6930,156,67584,231,21,1489600,-233,278784,203,-1800,1199,8310400,181,23,-527,32,10,23,2845,1548096,1866,830489,9042,4818,14636160,-2257,-306240,2066,-2158,-97152,2180,-2044,2268,-1956,329472,2144,2080,1980,2313,-1911,424512,2700,-1234,1441811,1133,1030,230,252000,-446,7879933,7878467,2700,1234,1441811,7879356,-7879044,1229155200,7879154,7879246,-362443200,7879268,7879132,535785600,7879830,7878570,,8780800,-6977600,2035,1899,133756,7879401,7878999,8310354,8310446,-382278400,143616,201,114,98,66800,39200,-90482,354,2244,-1,2134,328489,1866,400,830489,567,39933,38467,28733600,2700,-1234,1441811,39412,38988,39367,39033,6546400,39154,-39246,-1803200,2134,192,-1800,328489,39238,39162,39223,39177,39265,39135,2548000,39401,38999,-18400,64890,400,333,1921,-2013,498,-302,49,465,335,26000,2112,92,186,206,32,109,11,641,-619,60,539,627,1716,120,109,49,103,186,57,11,206,32,23,156,212,630,186,65,12,21,192,201,0
654866400,727,54,74,-157,624,103,74,46,6,1517,-56,947,3375600,65,227,927,261000,145400,,246,175,5616,166,53568,18,2,800400,-25,90396,195,-1342,864,3949800,177,15,-521,11,-7,23,2401,1216998,1654,673929,7290,3942,9401184,-1831,-262818,1618,-1730,-93744,1748,-1600,1840,-1508,277884,1706,1642,1620,1868,-1480,324756,2244,-790,1102859,927,824,424,124800,-256,3376327,3374873,2244,790,1102859,3375766,-3375434,560349600,3375544,3375656,-189033600,3375674,3375526,249794400,3376224,3374976,2106374400,3636600,-3114600,1591,1443,112258,3375794,3375406,3949744,3949856,-221188800,123876,194,112,87,35000,17400,-84952,144,1728,3,1692,265475,1654,200,673929,375,18127,16673,12649800,2244,-790,1102859,17627,17173,17575,17225,3045000,17344,-17456,-974400,1692,186,-1342,265475,17446,17354,17415,17385,17474,17326,1287600,17594,17206,-11200,64272,200,527,1461,-1573,287,-113,55,274,126,14800,1674,94,201,204,32,96,9,633,-615,64,495,585,1494,105,96,55,103,201,65,9,204,32,23,166,227,624,246,74,6,2,186,194,0
1248962652,391,54,72,-134,309,82,63,32,6,1657,-54,1400,6033636,63,160,738,437220,135677,,127,152,2781,143,82386,90,10,932736,-195,96714,208,-1505,837,4663680,190,15,-227,19,1,19,2182,700281,1129,288558,4572,990,4980771,-1925,-239994,1737,-1845,-96714,1863,-1719,1934,-1648,256113,1837,1745,1737,1998,-1584,370737,2048,-1266,647887,738,656,-38,107223,-401,6034027,6033245,2048,1266,647887,6033779,-6033493,862809948,6033582,6033690,-325816344,6033708,6033564,434421792,6033945,6033327,1864393524,6470856,-5596416,1729,1585,119304,6033843,6033429,4663626,4663734,-251838720,128952,207,91,84,52744,29148,-89478,293,1845,3,1809,251864,1129,347,288558,499,29539,28757,11396868,2048,-1266,647887,29308,28988,29300,28996,4430496,29094,-29202,-1573992,1809,199,-1505,251864,29180,29116,29163,29133,29211,29085,1836324,29355,28941,-18738,25338,347,44,1603,-1711,431,-263,41,410,284,21861,1791,73,159,144,46,93,9,318,-300,50,369,567,1287,102,93,41,82,159,63,9,144,46,19,143,160,309,127,63,6,10,199,207,0
-75540972,376,35,74,-138,306,70,69,39,7,802,-64,564,-391404,69,166,350,-24336,-9776,-147167904,170,148,1530,143,43240,30,6,-79092,174,32900,193,-654,415,-336648,183,12,-236,11,1,18,1316,353440,726,131600,2470,590,1438200,-1078,-129720,876,-1004,-60160,1014,-866,1083,-797,134420,986,894,905,1133,-747,181420,1178,-426,301552,350,280,332,-7956,-38,-391028,-391780,1178,426,301552,-391261,391547,-55970772,-391468,-391340,25049856,-391330,-391478,-28963896,-391098,-391710,-119769624,-415740,367068,876,728,59348,-391211,-391597,-336712,-336584,21545472,69560,193,75,78,-3848,-2028,-51328,-90,975,-2,950,118696,726,-26,131600,122,-1652,-2404,-762528,1178,-426,301552,-1862,-2194,-1880,-2176,-300144,-2092,1964,129792,950,188,-654,118696,-1989,-2067,-2016,-2040,-1959,-2097,-139932,-1835,-2221,1664,21420,-26,402,738,-866,52,104,44,43,-95,-1794,940,65,166,143,46,83,5,311,-301,49,220,345,715,88,83,44,70,166,69,5,143,46,18,143,166,306,170,69,7,6,188,193,1
342762084,438,56,63,-119,361,77,65,29,8,1246,-49,927,1705284,56,177,539,127260,44238,746914392,123,133,2527,126,57330,105,15,246036,32,76440,202,-1113,637,1501668,188,15,-284,22,8,19,1803,597870,977,236082,3892,1162,3449355,-1484,-162435,1316,-1414,-66885,1428,-1302,1491,-1239,171990,1407,1323,1309,1566,-1164,274365,1684,-808,545748,539,462,260,36461,-150,1705722,1704846,1684,808,545748,1705410,-1705158,214865784,1705235,1705333,-83558916,1705347,1705221,107432892,1705645,1704923,615607524,1832544,-1578024,1309,1183,78498,1705485,1705083,1501619,1501717,-73581732,85995,201,84,84,13433,8484,-61054,52,1421,-1,1379,165718,977,101,236082,234,8922,8046,3715992,1684,-808,545748,8661,8307,8617,8351,1128372,8435,-8533,-415716,1379,195,-1113,165718,8513,8455,8499,8469,8549,8419,551460,8685,8283,-4949,27797,101,337,1197,-1295,185,-17,36,166,36,6565,1365,70,157,155,42,91,7,368,-354,43,252,392,882,98,91,36,77,157,56,7,155,42,19,126,177,361,123,65,8,15,195,201,0
575663760,359,56,67,-122,291,68,73,28,7,1390,-51,1153,2937060,59,166,544,224775,66415,1054404540,127,138,2328,130,71064,8,1,419580,-47,84672,197,-1252,712,2487510,181,15,-223,9,-7,18,1871,542808,903,195296,3840,816,3519936,-1634,-184464,1461,-1563,-77112,1579,-1445,1642,-1382,196560,1559,1465,1456,1708,-1316,296352,1749,-1031,499010,544,476,106,53835,-236,2937419,2936701,1749,1031,499010,2937190,-2936930,381817800,2937009,2937111,-149790060,2937127,2936993,196783020,2937351,2936769,854684460,3161835,-2712285,1457,1323,93130,2937256,2936864,2487459,2487561,-126863010,101304,196,76,81,25530,14985,-70890,134,1568,1,1528,191820,903,185,195296,323,15344,14626,5379615,1749,-1031,499010,15151,14819,15123,14847,2067930,14934,-15036,-764235,1528,189,-1252,191820,15013,14957,15000,14970,15058,14912,1093905,15181,14789,-9435,19788,185,174,1339,-1441,266,-104,36,258,112,13505,1512,60,141,139,47,89,8,299,-283,44,288,472,1040,97,89,36,68,141,59,8,139,47,18,130,166,291,127,73,7,1,189,196,0
787200000,597,99,74,-128,504,93,66,32,11,1609,-56,1140,3936000,65,202,837,393600,143280,,153,146,4536,137,62532,216,24,629760,-94,171963,202,-1463,819,3975360,184,20,-411,33,15,21,2334,1036989,1434,499689,6273,2799,7879032,-1865,-222336,1681,-1793,-97272,1811,-1663,1874,-1600,237969,1773,1701,1638,1937,-1537,347400,2206,-1012,960573,837,744,264,120960,-296,3936597,3935403,2206,1012,960573,3936137,-3935863,539232000,3935944,3936056,-220416000,3936074,3935926,291264000,3936504,3935496,1983744000,4329600,-3542400,1683,1535,119066,3936200,3935800,3975304,3975416,-222620160,128538,200,102,82,35040,19680,-90104,184,1836,-2,1755,234914,1434,240,499689,386,20277,19083,11748960,2206,-1012,960573,19882,19478,19826,19534,2873280,19624,-19736,-1102080,1755,193,-1463,234914,19712,19648,19700,19660,19746,19614,1298880,19880,19480,-13440,46872,240,357,1553,-1665,322,-158,41,306,174,15840,1737,84,197,183,36,91,9,513,-495,50,369,585,1233,100,91,41,93,197,65,9,183,36,21,137,202,504,153,66,11,24,193,200,0
231018750,323,77,70,-121,264,59,82,30,11,1132,-56,930,1248750,63,151,413,121500,29070,403346250,143,135,1848,128,63903,168,24,202500,45,96481,186,-997,574,1019250,172,18,-205,31,17,18,1576,404719,736,133399,3101,595,2315544,-1374,-151613,1197,-1309,-70168,1323,-1183,1381,-1125,160384,1304,1202,1176,1438,-1068,231805,1455,-809,365636,413,354,174,23760,-146,1249073,1248427,1455,809,365636,1248878,-1248622,159840000,1248694,1248806,-69930000,1248820,1248680,87412500,1249014,1248486,329670000,1370250,-1127250,1202,1062,79240,1248935,1248565,1019194,1019306,-57078000,87710,185,66,75,12150,6750,-63392,34,1330,-4,1267,152820,736,90,133399,225,7073,6427,2180250,1455,-809,365636,6901,6599,6885,6615,911250,6694,-6806,-378000,1267,179,-997,152820,6780,6720,6768,6732,6832,6668,553500,6935,6565,-5040,15576,90,233,1076,-1188,165,-15,37,172,8,7380,1253,52,134,135,51,82,7,271,-257,44,259,441,896,89,82,37,59,134,63,7,135,51,18,128,151,264,143,82,11,24,179,185,0
-464332176,612,36,73,-152,531,81,74,44,6,1030,-61,570,-2345112,67,206,486,-142128,-77112,-1435208544,198,164,3186,158,40188,6,1,-521136,290,42552,203,-866,600,-2439864,191,12,-450,7,-5,22,1794,723384,1098,297432,4368,2004,3765852,-1334,-179664,1121,-1243,-72102,1255,-1109,1340,-1024,186756,1216,1148,1146,1380,-984,234036,1642,-418,630360,486,405,657,-66906,65,-2344500,-2345724,1642,418,630360,-2344954,2345270,-370527696,-2345173,-2345051,143051832,-2345039,-2345185,-171193176,-2344581,-2345643,-1245254472,-2487240,2202984,1103,957,75190,-2344914,-2345310,-2439925,-2439803,148831704,86286,198,87,94,-20664,-11844,-62830,-187,1218,0,1194,168920,1098,-126,297432,38,-11232,-12456,-7248528,1642,-418,630360,-11638,-12050,-11680,-12008,-1942416,-11905,11783,722484,1194,197,-866,168920,-11800,-11888,-11832,-11856,-11770,-11918,-876456,-11646,-12042,7686,43011,-126,738,969,-1091,-32,220,50,-52,-200,-9324,1182,75,197,186,34,100,6,537,-525,56,300,402,948,106,100,50,81,197,67,6,186,34,22,158,206,531,198,74,6,1,197,198,1
117480000,393,48,70,-135,322,71,67,37,8,1035,-58,777,587400,64,169,426,41118,12969,230848200,171,147,1932,141,52650,24,4,108669,114,56160,201,-888,570,496353,189,14,-251,10,-2,19,1563,459810,819,167418,3102,762,2260440,-1305,-157950,1112,-1228,-67860,1240,-1100,1311,-1029,164970,1215,1125,1122,1370,-970,234000,1428,-642,406755,426,355,289,10626,-91,587793,587007,1428,642,406755,587541,-587259,82823400,587342,587458,-34069200,587470,587330,41118000,587722,587078,189142800,628518,-546282,1105,965,72450,587600,587200,496295,496411,-28788474,81900,200,77,89,4851,2937,-60030,-25,1218,-2,1182,152145,819,33,167418,180,3330,2544,1154241,1428,-642,406755,3106,2768,3084,2790,431739,2879,-2995,-170346,1182,195,-888,152145,2974,2900,2951,2923,3004,2870,196779,3137,2737,-1914,22862,33,360,977,-1093,122,56,43,100,-34,2211,1170,65,159,145,45,95,6,328,-316,49,258,384,846,101,95,43,71,159,64,6,145,45,19,141,169,322,171,67,8,4,195,200,1
1915992624,696,96,74,-146,595,101,66,36,8,2158,-50,1608,9485112,62,215,1212,939120,359136,,164,170,7140,158,76032,264,22,1690416,-346,221184,204,-1988,1236,10095540,180,20,-494,34,10,23,3000,1603584,1908,843552,9444,4836,16450560,-2450,-336384,2254,-2354,-115200,2378,-2230,2462,-2146,364032,2337,2271,2208,2506,-2102,465408,2854,-1462,1501968,1212,1111,79,307020,-566,9485808,9484416,2854,1462,1501968,9485270,-9484954,1498647696,9485062,9485162,-474255600,9485186,9485038,701898288,9485707,9484517,,10424232,-8545992,2232,2084,159692,9485314,9484910,10095490,10095590,-504777000,170496,202,113,91,87720,46956,-107900,466,2400,4,2328,366860,1908,516,843552,686,47652,46260,32681376,2854,-1462,1501968,47171,46741,47126,46786,7982520,46906,-47006,-2347800,2328,192,-1988,366860,46992,46920,46976,46936,47022,46890,3099096,47158,46754,-25800,60095,516,180,2108,-2208,607,-425,48,582,450,34056,2304,89,204,200,33,103,12,607,-583,60,576,744,1896,115,103,48,101,204,62,12,200,33,23,158,215,595,164,66,8,22,192,202,0
1256345424,573,40,73,-130,481,92,63,31,4,1840,-53,1397,6158556,63,197,920,422646,198831,,136,150,4810,140,72890,30,3,935859,-197,78800,207,-1690,970,5947233,187,14,-389,13,-7,21,2543,1128810,1493,527160,6780,2840,9475700,-2100,-256100,1917,-2023,-104410,2043,-1897,2110,-1830,275800,2007,1933,1930,2174,-1766,401880,2413,-1267,1054320,920,828,134,166907,-400,6159129,6157983,2413,1267,1054320,6158696,-6158416,862197840,6158503,6158609,-326403468,6158629,6158483,449574588,6159037,6158075,,6581202,-5735910,1913,1767,134320,6158760,6158352,5947180,5947286,-315203349,143810,204,102,87,52050,30189,-97520,294,2010,6,1990,276000,1493,347,527160,497,30762,29616,17298297,2413,-1267,1054320,30386,29992,30339,30039,4528350,30136,-30242,-1600017,1990,197,-1690,276000,30220,30158,30203,30175,30252,30126,1901907,30393,29985,-18391,44252,347,226,1787,-1893,434,-260,41,410,284,21861,1970,82,197,179,37,97,10,491,-471,51,410,630,1400,107,97,41,92,197,63,10,179,37,21,140,197,481,136,63,4,3,197,204,0
336715056,523,14,67,-124,435,88,66,31,2,1241,-53,842,1650564,60,188,616,72819,48639,863244972,144,138,3045,131,53235,196,28,250821,45,19110,202,-1103,658,1521108,188,9,-347,35,21,21,1888,713895,1139,322168,4410,1680,4156425,-1489,-169260,1312,-1418,-72345,1432,-1298,1496,-1234,178815,1404,1326,1351,1569,-1161,278460,1764,-718,649043,616,528,342,40455,-146,1651087,1650041,1764,718,649043,1650695,-1650433,216223884,1650511,1650617,-87479892,1650631,1650497,110587788,1650999,1650129,717995340,1723383,-1577745,1308,1174,83147,1650768,1650360,1521055,1521161,-80618724,91455,204,95,87,12834,8091,-65773,40,1379,5,1379,171258,1139,93,322168,231,8614,7568,4231593,1764,-718,649043,8279,7903,8229,7953,1116558,8038,-8144,-428823,1379,195,-1103,171258,8122,8060,8100,8082,8157,8025,534006,8295,7887,-4929,38280,93,430,1188,-1294,180,-6,38,159,27,6138,1365,81,179,170,39,94,7,442,-428,45,266,420,917,101,94,38,88,179,60,7,170,39,21,131,188,435,144,66,2,28,195,204,0
1235523324,441,10,64,-139,359,82,74,33,1,1721,-44,1419,6271692,54,176,820,350196,167139,,161,159,3590,149,79980,60,6,1050588,-220,18600,196,-1562,940,5603136,176,11,-277,16,-4,19,2301,820260,1261,361620,5450,1730,6677400,-1999,-258540,1816,-1904,-81840,1924,-1796,2009,-1711,277140,1903,1817,1850,2057,-1663,366420,2162,-1280,758961,820,738,-20,136061,-423,6272133,6271251,2162,1280,758961,6271841,-6271543,934482108,6271648,6271736,-275954448,6271756,6271628,401388288,6272051,6271333,,6621888,-5921496,1785,1657,110144,6271889,6271495,5603092,5603180,-246537984,119040,197,92,84,60261,31836,-75724,335,1870,9,1880,273639,1261,379,361620,538,32277,31395,14039676,2162,-1280,758961,32012,31660,31995,31677,5061924,31792,-31880,-1400784,1880,186,-1562,273639,31869,31803,31847,31825,31910,31762,2355864,32033,31639,-16676,29438,379,62,1677,-1765,463,-295,43,453,305,28046,1860,72,136,155,43,94,10,369,-349,53,430,540,1490,104,94,43,82,136,54,10,155,43,19,149,176,359,161,74,1,6,186,197,0
1620943200,603,44,73,-135,505,98,64,33,4,2010,-51,1542,7945800,62,202,1078,584250,286425,,152,157,5555,146,77220,154,14,1285350,-318,94380,206,-1853,1023,7867900,184,15,-407,25,3,22,2748,1293435,1681,650034,7700,3410,11915475,-2280,-289575,2094,-2196,-109395,2218,-2072,2291,-1999,313170,2181,2109,2101,2349,-1941,437580,2613,-1407,1212030,1078,980,30,239875,-526,7946403,7945197,2613,1407,1212030,7945946,-7945654,1160086800,7945749,7945851,-405235800,7945873,7945727,580043400,7946305,7945295,,8530050,-7361550,2083,1937,146730,7946004,7945596,7867849,7867951,-401262900,156585,204,109,82,74575,38950,-102510,424,2189,7,2167,315570,1681,475,650034,632,39553,38347,23486850,2613,-1407,1212030,39152,38748,39107,38793,6115150,38899,-39001,-1986450,2167,195,-1853,315570,38983,38917,38965,38935,39014,38886,2492800,39154,38746,-24225,49490,475,128,1959,-2061,557,-393,44,539,411,30400,2145,87,197,183,36,93,11,516,-494,55,484,682,1606,104,93,44,98,197,62,11,183,36,22,146,202,505,152,64,4,14,195,204,0
191893212,250,18,64,-115,197,53,70,28,3,995,-52,860,1015308,58,137,318,48348,17000,253827000,127,127,1182,121,64380,120,20,150416,59,19980,191,-868,510,735964,179,9,-144,26,14,17,1360,277500,568,79500,2292,72,1312020,-1225,-127650,1058,-1162,-57720,1174,-1046,1231,-989,134310,1168,1052,1092,1299,-921,209790,1245,-745,248750,318,265,129,13396,-120,1015558,1015058,1245,745,248750,1015429,-1015187,122852268,1015256,1015360,-52796016,1015372,1015244,64979712,1015505,1015111,200015676,1063656,-966960,1059,931,63680,1015497,1015119,735912,736016,-38270128,71040,189,59,79,8636,5372,-51740,16,1128,3,1122,126365,568,68,79500,195,5622,5122,1343000,1245,-745,248750,5509,5235,5499,5245,682244,5320,-5424,-279344,1122,185,-868,126365,5400,5344,5381,5363,5442,5302,376040,5561,5183,-3536,10441,68,182,943,-1047,147,11,34,138,-2,4760,1110,47,127,116,58,85,6,203,-191,40,204,348,726,91,85,34,53,127,58,6,116,58,17,121,137,197,127,70,3,20,185,189,0
147677280,408,63,76,-135,344,64,68,36,9,1258,-62,985,716880,69,169,448,55680,16320,292487040,177,149,2408,142,59899,7,1,125280,109,87759,206,-1109,658,588120,192,16,-280,8,-6,19,1801,568344,856,182784,3801,1015,3354344,-1528,-188055,1331,-1455,-86366,1469,-1317,1535,-1251,197806,1436,1350,1330,1599,-1187,286958,1666,-850,513264,448,384,304,13760,-102,717288,716472,1666,850,513264,717022,-716738,101796960,716818,716942,-44446560,716956,716804,54482880,717224,716536,246606720,772560,-661200,1334,1182,95608,717086,716674,588058,588182,-36463440,105868,206,71,87,5960,3480,-77996,-22,1456,-2,1407,187442,856,40,182784,189,3888,3072,1419840,1666,-850,513264,3649,3311,3629,3331,518520,3418,-3542,-215760,1407,199,-1109,187442,3516,3444,3496,3464,3548,3412,236640,3686,3274,-2480,22016,40,368,1196,-1320,127,47,43,108,-28,2720,1393,57,173,150,43,94,7,351,-337,50,301,483,994,101,94,43,64,173,69,7,150,43,19,142,169,344,177,68,9,1,199,206,1
393667344,416,84,76,-137,340,76,69,38,12,1228,-62,949,1958544,69,170,532,185136,48256,814754304,179,151,2380,144,60060,7,1,370272,35,114660,202,-1077,637,1656480,188,19,-264,8,-6,19,1781,567840,948,221312,3745,1015,3248700,-1502,-187005,1303,-1427,-84630,1441,-1289,1509,-1221,196560,1409,1321,1281,1566,-1164,274365,1644,-812,510848,532,456,224,39440,-178,1958960,1958128,1644,812,510848,1958688,-1958400,282030336,1958482,1958606,-121429728,1958620,1958468,148849344,1958884,1958204,665904960,2143680,-1773408,1304,1152,93328,1958745,1958343,1656418,1656542,-102701760,103740,201,83,84,17516,9744,-76136,54,1449,-5,1379,185428,948,116,221312,267,10160,9328,4053504,1644,-812,510848,9914,9574,9895,9593,1471344,9682,-9806,-604128,1379,195,-1077,185428,9782,9706,9763,9725,9813,9675,672336,9945,9543,-7192,25840,116,300,1166,-1290,200,-32,45,185,47,8004,1365,69,171,150,44,91,7,347,-333,52,315,483,1008,98,91,45,76,171,69,7,150,44,19,144,170,340,179,69,12,1,195,201,1
