climbRate,Sgz,X,q,cur1itch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Sen,Label
-57,-8,-0.63,0.21,0.64,-1.1,-21,-5,0.018,1.3,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,-0.001,0,-0.001,0,0,0,0,0,-0.001,0,0,0,0.6,0.022,0
-89,-10,-0.16,0.19,0.65,-1.7,-22,1,0.038,0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.6,0.021,1
-70,-11,0.21,0.18,0.62,-1.7,-22,3,0.045,0,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,1
-196,-16,0.59,0.18,0.77,0.1,-20,-9,-0.003,0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,1
-250,-22,0.45,0.24,0.82,1.1,-19,-6,-0.026,-0.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,1
-347,-28,0.1,0.22,0.91,1.4,-19,-9,-0.03,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.6,0.022,1
-393,-41,-0.26,0.09,0.92,1.1,-19,0,0.005,0.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,1
-332,-51,-0.23,0.17,0.86,0.8,-19,3,-0.015,-0.4,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,1
-226,-62,-0.56,0,0.69,-0.2,-20,22,-0.012,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.018,0
421,-58,-0.13,-0.02,0.09,-1.8,-22,24,0.04,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,1
819,-39,0.54,0.36,-0.22,-1.3,-21,14,0.029,-4.6,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.021,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0.5,0.021,1
531,-23,0.79,0.37,0.17,-0.4,-20,-23,0.015,1.3,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.7,0.025,1
198,-15,0.7,0.42,0.5,0.6,-19,-31,-0.01,0.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.024,0.024,0.026,0.026,0.026,0,0,0,0,0,0,0,0,-0.003,0,-0.002,0,0,0,0.7,0.026,1
31,-14,0.67,0.15,0.61,1,-19,-25,-0.003,3,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.7,0.022,1
-113,-15,0.5,0.3,0.73,1.9,-18,-17,-0.025,-1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.023,1
-290,-18,0.02,0.32,0.9,2.1,-18,-21,-0.052,-0.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,-0.001,0,-0.002,0,0,0,0,0,0.7,0.024,1
-549,-32,-0.36,-0.05,1.06,1.7,-18,-5,-0.001,4,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,1
-444,-41,-0.35,0.1,0.94,1.2,-19,6,0.001,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,-0.001,0,0,0,-0.001,0,0.001,0,0.5,0.019,1
-410,-47,-0.28,0.11,0.92,1,-19,3,0.014,0.1,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.6,0.02,1
-68,-64,-0.47,-0.01,0.56,-0.2,-20,17,-0.007,0.6,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,1
325,-50,-0.01,0.29,0.29,-1.6,-22,-4,0.019,-1.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,1
315,-49,0.04,0.28,0.31,-1.6,-22,-6,0.019,-1.2,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,1
291,-47,0.11,0.24,0.33,-1.6,-22,-7,0.018,0.3,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,-0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.6,0.022,1
-222,-40,0.42,-0.02,0.79,0.2,-6,2,-0.001,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-227,-60,-0.04,0.01,0.8,1.5,-4,-2,-0.01,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0
223,-74,-0.07,-0.05,0.35,-0.6,-6,6,0.005,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,0
333,-65,0.04,-0.05,0.24,-0.6,-7,6,0.006,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,0
-287,-34,-0.18,0.12,0.88,-0.7,-7,-12,-0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.6,0.022,0
-153,-63,0.14,-0.09,0.69,-1.1,-7,3,0.005,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.018,0
265,-59,0.39,0,0.29,0.3,-6,8,0.003,-0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
311,-49,0.39,0.02,0.27,1.1,-5,1,-0.007,-0.6,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,0
401,-6,-0.41,-0.03,0.17,0.8,-5,4,-0.006,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.019,0
355,13,-0.41,0.1,0.23,-0.5,-6,-2,0.005,-0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-74,25,0.36,0.02,0.61,-0.6,-7,-2,0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-40,-16,-0.26,-0.07,0.54,1.3,-5,8,-0.006,0,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.017,0.017,0.017,-0.001,0,-0.002,0,0,0,0,0,0.001,0,0.002,0,0,0,0.5,0.017,0
-113,-27,0.2,0.09,0.67,0.4,-6,-10,0.003,-0.3,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.019,0.019,0.02,0.001,0,0,0,0,0,0,0,-0.003,0,-0.002,0,-0.002,0,0.6,0.02,0
204,30,-0.27,0.06,0.37,0.6,-5,-6,-0.004,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
128,34,-0.31,0.06,0.44,0.2,-6,-6,-0.003,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
45,36,-0.35,0.07,0.51,-0.3,-6,-7,-0.004,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.6,0.02,0
-366,-1,0.36,0.04,0.88,0.5,-6,-4,0,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
171,-27,-0.25,0.05,0.39,-0.5,-6,-4,0.004,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-13,-19,0.23,0.04,0.55,-0.7,-7,-4,0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.019,0
21,-20,0.25,-0.01,0.51,0.4,-6,2,-0.003,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
19,-16,-0.25,0.01,0.52,0.6,-5,-2,-0.009,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-95,-18,-0.27,0.04,0.63,-0.8,-7,-5,0.006,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
54,-26,0.34,-0.03,0.47,-0.5,-6,4,0.006,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
118,-23,0.38,0.01,0.42,0.3,-6,2,-0.004,-0.6,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-137,-20,-0.09,0.06,0.68,1.3,-5,-7,-0.01,0,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
121,-29,-0.31,-0.06,0.39,-0.4,-6,7,0.001,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
164,-28,-0.31,-0.06,0.35,-0.5,-6,7,0.001,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.5,0.017,0
573,8,0.24,0.03,0.03,-0.9,-7,-6,0.01,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
432,31,0.43,0.08,0.18,0.2,-6,-11,0.004,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-454,2,-0.26,-0.09,0.93,1.7,-4,2,-0.005,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-48,-20,-0.16,-0.08,0.54,0.5,-5,9,0.005,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
264,-17,0.02,-0.13,0.23,0.3,-6,17,0.008,-0.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,0
518,-6,0.14,-0.14,-0.01,0.5,-6,16,0.006,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.016,0
636,28,0.16,0.12,-0.04,1,-5,-4,-0.006,-2.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.019,0
379,47,0.01,0.14,0.24,1.3,-5,-15,-0.011,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,0
-168,54,-0.27,0.13,0.73,0.7,-5,-14,-0.005,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.021,0
-39,15,0.31,-0.02,0.55,0.9,-5,2,0.001,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.018,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0.5,0.018,0
-340,7,0.16,0.12,0.89,1.7,-4,-14,-0.01,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0.6,0.021,0
-97,-16,-0.25,-0.11,0.57,1.5,-4,12,-0.009,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
159,-14,-0.35,-0.06,0.36,0.8,-5,6,0.002,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
171,2,-0.23,0.06,0.39,-0.5,-6,-6,0.004,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-80,6,0.22,0.05,0.61,-0.6,-6,-5,0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-220,-2,0.26,0.06,0.75,0.3,-6,-7,-0.004,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.019,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0.5,0.019,0
284,-6,-0.2,-0.1,0.22,0.6,-5,11,-0.006,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.017,0
193,65,0.27,0.05,0.37,0.4,-6,-6,0.003,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-307,59,-0.09,0.07,0.83,1.6,-4,-8,-0.009,-0.1,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
101,33,-0.05,-0.07,0.4,0.6,-5,7,0.003,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-573,59,-0.02,0.18,1.12,0.2,-6,-20,0,0,0.018,0.019,0.019,0.02,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.022,0
5,7,0.09,-0.17,0.45,0.5,-6,19,0.001,-0.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,0
-610,18,-0.05,0.06,1.1,-0.5,-6,-6,0.003,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
281,-26,0.19,-0.03,0.25,0.6,-5,6,-0.001,-1.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
279,38,-0.33,0.09,0.3,0.1,-6,-9,-0.005,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-147,43,-0.17,0.07,0.68,-1.8,-8,-7,0.008,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-302,32,0.11,0.07,0.82,-1.9,-8,-6,0.009,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-312,31,0.13,0.07,0.83,-1.9,-8,-6,0.009,0,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-360,25,0.22,0.06,0.87,-1.7,-8,-6,0.008,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.5,0.019,0
-328,5,0.24,0.03,0.83,-0.7,-7,-3,-0.005,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.019,0
-335,-1,0.2,-0.09,0.81,-0.5,-6,2,-0.005,1.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
298,-9,-0.22,-0.13,0.19,-0.6,-6,15,-0.007,-0.1,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0.001,0,-0.001,0,-0.001,0,0,0,0,0,0.5,0.016,0
540,5,-0.23,-0.12,-0.02,-1,-7,10,0.007,0.5,0.018,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.016,0
-480,47,0.22,0.07,0.98,0.4,-6,-8,-0.004,0.2,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-670,22,0.07,-0.04,1.14,0.8,-5,-6,-0.009,1.9,0.016,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,-0.002,0,0,0,-0.002,0,0,0,0,0,-0.002,0,0,0,0.5,0.019,0
274,-8,-0.18,0.03,0.23,0.3,-6,13,-0.003,-2.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
412,7,-0.16,-0.05,0.12,-0.3,-6,6,0.004,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
311,38,-0.02,0.13,0.29,-0.6,-7,-14,0.003,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,0
-9,44,0.13,0.06,0.55,-0.4,-6,-7,0.004,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-332,31,0.19,-0.02,0.84,0.6,-5,-7,-0.002,0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
48,3,-0.24,0.01,0.47,0.5,-5,3,-0.006,-1.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
100,8,-0.23,0.02,0.43,-0.5,-6,-1,0.004,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
100,11,-0.16,0.02,0.43,-0.8,-7,-1,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.018,0
-20,15,0.06,0.08,0.56,-0.9,-7,-8,0.004,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-118,12,0.17,0.02,0.62,-0.7,-7,2,0.005,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
86,-13,-0.25,-0.04,0.42,0.5,-6,5,-0.003,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
183,-8,-0.25,-0.06,0.33,-0.1,-6,6,0.004,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-223,3,0.12,0.07,0.75,-0.7,-7,-8,0.003,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
-266,-23,0.27,-0.05,0.73,0.4,-6,8,0.002,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
-98,-40,0.01,-0.04,0.59,1.4,-5,5,-0.008,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,0
121,-38,-0.36,-0.03,0.39,0.4,-6,4,-0.005,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
129,18,0.34,0.02,0.4,0.9,-5,-2,-0.004,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,0
-23,23,-0.14,0.04,0.55,1.6,-4,-5,-0.013,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,0
